cidade_residencial;bairro_residencial;cidade_trabalho;bairro_trabalho;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Limão;;;;;
São Paulo;Casa Verde;São Paulo;Sé;;;;;
São Paulo;Ipiranga;São Paulo;Penha;;;;;
São Paulo;Ipiranga;São Paulo;Consolação;;;;;
São Paulo;Butantã;São Paulo;Perdizes;;;;;
Diadema;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Sé;;;;;
São Paulo;Casa Verde;São Paulo;Bela Vista;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Tucuruvi;;;;;
São Paulo;Santo Amaro;São Paulo;Bela Vista;;;;;
São Paulo;Butantã;São Paulo;Higienópolis;;;;;
São Paulo;República;São Paulo;Higienópolis;;;;;
São Paulo;Santana;São Paulo;Sé;;;;;
São Paulo;Santana;São Paulo;Higienópolis;;;;;
São Paulo;Ipiranga;São Paulo;Casa Verde;;;;;
Diadema;Perdizes;Não informado;Não informado;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Vila Prudente;;;;;
São Paulo;Casa Verde;São Paulo;Consolação;;;;;
Correia do Oeste;Santo Amaro;São Paulo;Santana;;;;;
São Paulo;República;São Paulo;Higienópolis;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Higienópolis;;;;;
Peixoto Verde;Perdizes;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Perdizes;;;;;
São Paulo;Lapa;São Paulo;Sé;;;;;
São Paulo;Lapa;São Paulo;Santana;;;;;
Diadema;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Tucuruvi;;;;;
São Paulo;Ipiranga;São Paulo;Santana;;;;;
São Paulo;Jabaquara;São Paulo;Itaquera;;;;;
São Paulo;Consolação;São Paulo;Sé;;;;;
São Paulo;Vila Prudente;São Paulo;Santana;;;;;
São Paulo;Consolação;São Paulo;Bela Vista;;;;;
São Paulo;Penha;São Paulo;Itaquera;;;;;
São Paulo;Limão;São Paulo;Penha;;;;;
São Paulo;Itaquera;São Paulo;Sé;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Penha;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Higienópolis;;;;;
São Paulo;República;São Paulo;Higienópolis;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Bela Vista;;;;;
São Paulo;Higienópolis;São Paulo;Casa Verde;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Limão;;;;;
São Paulo;Casa Verde;São Paulo;Bela Vista;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Consolação;;;;;
São Paulo;Ipiranga;São Paulo;República;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Sé;;;;;
Martins do Galho;Tucuruvi;São Paulo;Limão;;;;;
São Paulo;Bela Vista;São Paulo;Jabaquara;;;;;
São Paulo;Higienópolis;São Paulo;Consolação;;;;;
São Paulo;Itaquera;São Paulo;Itaquera;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Lapa;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Bela Vista;;;;;
Freitas;Itaquera;São Paulo;Consolação;;;;;
São Paulo;Jabaquara;São Paulo;Tatuapé;;;;;
São Paulo;Casa Verde;São Paulo;Penha;;;;;
São Paulo;Ipiranga;São Paulo;República;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;São Paulo;Bela Vista;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
Ribeirão Pires;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Tatuapé;;;;;
São Paulo;República;São Paulo;Casa Verde;;;;;
Lopes de Gon√ßalves;Casa Verde;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Bela Vista;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Vila Prudente;;;;;
São Paulo;Campo Limpo;São Paulo;Tucuruvi;;;;;
Santo André;Higienópolis;São Paulo;Butantã;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Consolação;;;;;
São Paulo;Vila Prudente;São Paulo;Vila Prudente;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Higienópolis;;;;;
São Paulo;Pinheiros;São Paulo;Santo Amaro;;;;;
São Paulo;Sé;São Paulo;Bela Vista;;;;;
São Paulo;Tucuruvi;São Paulo;Limão;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Consolação;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
Rocha;Lapa;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Tucuruvi;;;;;
São Paulo;Ipiranga;São Paulo;Casa Verde;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
Diadema;Itaquera;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Vila Prudente;;;;;
São Paulo;Perdizes;São Paulo;Bela Vista;;;;;
São Paulo;Consolação;São Paulo;República;;;;;
Ribeirão Pires;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;São Paulo;Bela Vista;;;;;
São Paulo;Santana;São Paulo;Sé;;;;;
Mendes do Amparo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Consolação;;;;;
São Paulo;Consolação;São Paulo;República;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Butantã;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
Duarte;Campo Limpo;Não informado;Não informado;;;;;
Mendes;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Jabaquara;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
Correia Grande;Santo Amaro;São Paulo;Santana;;;;;
São Paulo;Bela Vista;São Paulo;Consolação;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Higienópolis;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Sé;;;;;
Ribeirão Pires;Itaquera;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Consolação;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Tucuruvi;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Vila Prudente;;;;;
São Paulo;Casa Verde;São Paulo;Casa Verde;;;;;
São Paulo;Tucuruvi;São Paulo;Itaquera;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Bela Vista;;;;;
São Paulo;Jabaquara;São Paulo;Butantã;;;;;
São Paulo;Campo Limpo;São Paulo;Bela Vista;;;;;
São Paulo;Jabaquara;São Paulo;República;;;;;
Ribeirão Pires;República;São Paulo;Casa Verde;;;;;
São Paulo;República;São Paulo;Santana;;;;;
São Paulo;Vila Prudente;São Paulo;República;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Campo Limpo;;;;;
São Paulo;Casa Verde;São Paulo;Bela Vista;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;República;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
Ribeirão Pires;Lapa;São Paulo;Casa Verde;;;;;
São Paulo;Limão;São Paulo;Higienópolis;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Perdizes;;;;;
São Paulo;Tatuapé;São Paulo;Tucuruvi;;;;;
São Paulo;Jabaquara;São Paulo;Bela Vista;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
Moraes;República;São Paulo;Santana;;;;;
São Paulo;Higienópolis;São Paulo;República;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Bela Vista;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Consolação;;;;;
Diadema;Campo Limpo;São Paulo;Sé;;;;;
Caldeira;Higienópolis;Não informado;Não informado;;;;;
Moura;Sé;São Paulo;Higienópolis;;;;;
São Paulo;Sé;São Paulo;Ipiranga;;;;;
Peixoto;Ipiranga;São Paulo;Tucuruvi;;;;;
São Paulo;Lapa;São Paulo;Consolação;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Higienópolis;;;;;
São Paulo;Perdizes;São Paulo;Limão;;;;;
São Paulo;Ipiranga;São Paulo;Bela Vista;;;;;
Ribeirão Pires;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Bela Vista;;;;;
São Paulo;Butantã;São Paulo;Consolação;;;;;
São Paulo;Santana;São Paulo;Consolação;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Sé;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Caetano;Jabaquara;São Paulo;Penha;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
Ferreira Verde;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Higienópolis;;;;;
Ribeiro Alegre;Higienópolis;São Paulo;Higienópolis;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Tatuapé;;;;;
Diadema;Tatuapé;São Paulo;Bela Vista;;;;;
São Paulo;Perdizes;São Paulo;Santo Amaro;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Bela Vista;;;;;
São Paulo;Campo Limpo;São Paulo;Higienópolis;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Sé;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Tucuruvi;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;República;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Sé;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Sé;;;;;
São Paulo;Limão;São Paulo;Bela Vista;;;;;
São Paulo;Consolação;São Paulo;Consolação;;;;;
São Paulo;Bela Vista;São Paulo;Consolação;;;;;
São Paulo;Campo Limpo;São Paulo;Sé;;;;;
São Paulo;Limão;São Paulo;Higienópolis;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Tucuruvi;;;;;
São Paulo;República;São Paulo;Bela Vista;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
São Paulo;Jabaquara;São Paulo;Higienópolis;;;;;
Foga√ßa de Nogueira;Lapa;Não informado;Não informado;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Santana;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Higienópolis;;;;;
São Paulo;Santo Amaro;São Paulo;Bela Vista;;;;;
São Paulo;Perdizes;São Paulo;Tucuruvi;;;;;
Mauá;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Higienópolis;;;;;
São Paulo;Tatuapé;São Paulo;Penha;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Casa Verde;São Paulo;Tatuapé;;;;;
São Paulo;Pinheiros;São Paulo;Perdizes;;;;;
São Paulo;Casa Verde;São Paulo;Consolação;;;;;
Ribeirão Pires;Consolação;São Paulo;Tucuruvi;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Sé;São Paulo;Sé;;;;;
Cavalcanti do Galho;Jabaquara;São Paulo;Vila Prudente;;;;;
São Paulo;Casa Verde;São Paulo;Higienópolis;;;;;
Diadema;Centro;Não informado;Não informado;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Consolação;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Sé;;;;;
São Paulo;Tucuruvi;São Paulo;Sé;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
Diadema;Perdizes;São Paulo;República;;;;;
São Paulo;Lapa;São Paulo;Itaquera;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Vila Prudente;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
Diadema;Penha;São Paulo;Tatuapé;;;;;
São Paulo;Higienópolis;São Paulo;Bela Vista;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Higienópolis;;;;;
São Paulo;Sé;São Paulo;Tatuapé;;;;;
São Paulo;Butantã;São Paulo;Limão;;;;;
Diadema;República;São Paulo;Consolação;;;;;
São Paulo;Penha;São Paulo;Sé;;;;;
São Paulo;Santo Amaro;São Paulo;Higienópolis;;;;;
São Paulo;Ipiranga;São Paulo;Casa Verde;;;;;
São Paulo;Santo Amaro;São Paulo;Casa Verde;;;;;
São Paulo;Ipiranga;São Paulo;Sé;;;;;
São Paulo;Bela Vista;São Paulo;Sé;;;;;
São Paulo;Jabaquara;São Paulo;Lapa;;;;;
São Paulo;Bela Vista;Não informado;Não informado;;;;;
Moreira;Itaquera;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Sé;;;;;
São Paulo;Lapa;São Paulo;Sé;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Bela Vista;;;;;
São Paulo;Consolação;São Paulo;Tucuruvi;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Tucuruvi;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Sé;;;;;
São Paulo;Sé;São Paulo;Higienópolis;;;;;
São Paulo;Santana;São Paulo;Bela Vista;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;Higienópolis;;;;;
São Paulo;Butantã;São Paulo;Higienópolis;;;;;
São Paulo;Sé;São Paulo;Casa Verde;;;;;
São Paulo;Ipiranga;São Paulo;República;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Bela Vista;;;;;
São Paulo;Tatuapé;São Paulo;Casa Verde;;;;;
Martins do Sul;Tatuapé;São Paulo;Pinheiros;;;;;
São Paulo;Tatuapé;São Paulo;Perdizes;;;;;
Diadema;Centro;São Paulo;Higienópolis;;;;;
São Paulo;Consolação;São Paulo;Consolação;;;;;
São Bernardo;Campo Limpo;São Paulo;Lapa;;;;;
São Paulo;Campo Limpo;São Paulo;Sé;;;;;
São Paulo;Perdizes;São Paulo;Tucuruvi;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Butantã;;;;;
São Paulo;Higienópolis;São Paulo;Limão;;;;;
São Paulo;Jabaquara;São Paulo;Bela Vista;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;República;São Paulo;Bela Vista;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Santana;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;Sé;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Consolação;;;;;
São Paulo;Ipiranga;São Paulo;Tucuruvi;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
Diadema;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Higienópolis;São Paulo;República;;;;;
São Paulo;Ipiranga;São Paulo;Bela Vista;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Tucuruvi;;;;;
São Paulo;Higienópolis;São Paulo;Sé;;;;;
São Paulo;Perdizes;São Paulo;República;;;;;
São Paulo;Bela Vista;São Paulo;Tucuruvi;;;;;
São Paulo;Casa Verde;São Paulo;Higienópolis;;;;;
Diadema;Vila Prudente;São Paulo;Itaquera;;;;;
São Paulo;Bela Vista;São Paulo;Consolação;;;;;
São Paulo;República;São Paulo;Campo Limpo;;;;;
São Paulo;Ipiranga;São Paulo;Limão;;;;;
São Paulo;Limão;São Paulo;Higienópolis;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
Moraes Alegre;Itaquera;São Paulo;República;;;;;
São Paulo;Tatuapé;São Paulo;República;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Higienópolis;;;;;
São Paulo;Vila Prudente;São Paulo;Consolação;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Santana;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Santana;São Paulo;Sé;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
Rio Grande da Serra;Campo Limpo;São Paulo;Tatuapé;;;;;
São Paulo;Tatuapé;São Paulo;República;;;;;
São Paulo;Consolação;São Paulo;Higienópolis;;;;;
São Paulo;Vila Prudente;São Paulo;Lapa;;;;;
São Paulo;República;São Paulo;República;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
São Paulo;Itaquera;São Paulo;Sé;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
Rio Grande da Serra;Higienópolis;São Paulo;Sé;;;;;
Duarte;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;República;;;;;
São Paulo;Butantã;São Paulo;Santana;;;;;
São Paulo;Higienópolis;Não informado;Não informado;;;;;
Ribeirão Pires;Penha;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Bela Vista;;;;;
São Paulo;Casa Verde;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Lapa;São Paulo;Higienópolis;;;;;
São Paulo;Consolação;São Paulo;Higienópolis;;;;;
São Paulo;Santo Amaro;São Paulo;Casa Verde;;;;;
São Paulo;Santo Amaro;São Paulo;Santana;;;;;
São Paulo;República;São Paulo;Consolação;;;;;
São Paulo;Higienópolis;São Paulo;Tucuruvi;;;;;
São Paulo;Tatuapé;São Paulo;Sé;;;;;
São Paulo;Pinheiros;São Paulo;Sé;;;;;
São Paulo;Jabaquara;São Paulo;Consolação;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
Diadema;Tatuapé;São Paulo;Sé;;;;;
Mauá;Casa Verde;São Paulo;Consolação;;;;;
São Paulo;Tatuapé;São Paulo;Vila Prudente;;;;;
Diadema;República;Não informado;Não informado;;;;;
São Paulo;Tatuapé;São Paulo;Casa Verde;;;;;
São Paulo;Ipiranga;São Paulo;Sé;;;;;
São Paulo;Bela Vista;São Paulo;Bela Vista;;;;;
São Paulo;Lapa;São Paulo;Bela Vista;;;;;
Costela dos Dourados;Jabaquara;São Paulo;Higienópolis;;;;;
Barros;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Bela Vista;São Paulo;Sé;;;;;
São Paulo;República;Não informado;Não informado;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Lapa;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Jabaquara;São Paulo;Bela Vista;;;;;
São Paulo;Santo Amaro;São Paulo;Sé;;;;;
São Paulo;Tucuruvi;São Paulo;Limão;;;;;
São Paulo;Campo Limpo;São Paulo;Tatuapé;;;;;
São Paulo;Penha;São Paulo;Santo Amaro;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;Bela Vista;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Itaquera;;;;;
São Paulo;Itaquera;São Paulo;Bela Vista;;;;;
São Paulo;Ipiranga;São Paulo;República;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Jabaquara;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Itaquera;São Paulo;Sé;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
Barbosa dos Dourados;Lapa;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Bela Vista;;;;;
São Paulo;Tatuapé;São Paulo;Tatuapé;;;;;
São Paulo;Santo Amaro;São Paulo;Casa Verde;;;;;
São Paulo;Campo Limpo;São Paulo;Ipiranga;;;;;
Campos;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Perdizes;São Paulo;Penha;;;;;
São Paulo;Penha;São Paulo;Tucuruvi;;;;;
São Paulo;Limão;São Paulo;Casa Verde;;;;;
São Paulo;Penha;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;República;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
Caldeira;Bela Vista;São Paulo;Bela Vista;;;;;
São Paulo;Santana;São Paulo;Limão;;;;;
São Paulo;Consolação;Não informado;Não informado;;;;;
São Paulo;Ipiranga;Não informado;Não informado;;;;;
São Paulo;Tucuruvi;São Paulo;Sé;;;;;
São Paulo;Santo Amaro;Não informado;Não informado;;;;;
São Paulo;Limão;São Paulo;Tucuruvi;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Butantã;Não informado;Não informado;;;;;
São Paulo;Santo Amaro;São Paulo;Itaquera;;;;;
São Paulo;Jabaquara;São Paulo;República;;;;;
São Paulo;Vila Prudente;São Paulo;Consolação;;;;;
São Paulo;Penha;São Paulo;Itaquera;;;;;
São Paulo;Ipiranga;São Paulo;Santana;;;;;
São Paulo;Itaquera;São Paulo;Jabaquara;;;;;
São Paulo;Higienópolis;São Paulo;República;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
Pinto Paulista;Jabaquara;São Paulo;Limão;;;;;
São Paulo;Perdizes;São Paulo;Bela Vista;;;;;
São Paulo;Campo Limpo;São Paulo;Bela Vista;;;;;
São Paulo;Ipiranga;São Paulo;Bela Vista;;;;;
São Paulo;Tucuruvi;Não informado;Não informado;;;;;
São Paulo;Santana;Não informado;Não informado;;;;;
São Paulo;Ipiranga;São Paulo;República;;;;;
São Paulo;Higienópolis;São Paulo;Bela Vista;;;;;
São Paulo;Ipiranga;São Paulo;Tucuruvi;;;;;
Diadema;Perdizes;São Paulo;Vila Prudente;;;;;
São Paulo;Tatuapé;São Paulo;Sé;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Itaquera;Não informado;Não informado;;;;;
São Paulo;Limão;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Limão;;;;;
São Paulo;Sé;Não informado;Não informado;;;;;
São Paulo;Campo Limpo;São Paulo;Consolação;;;;;
São Paulo;Campo Limpo;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Sé;;;;;
São Paulo;Jabaquara;São Paulo;Bela Vista;;;;;
São Paulo;Itaquera;São Paulo;Consolação;;;;;
São Paulo;Consolação;São Paulo;Vila Prudente;;;;;
São Paulo;Tatuapé;São Paulo;Tatuapé;;;;;
São Paulo;Itaquera;São Paulo;Tucuruvi;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Butantã;São Paulo;Casa Verde;;;;;
São Paulo;Campo Limpo;São Paulo;Santana;;;;;
São Paulo;Ipiranga;São Paulo;Casa Verde;;;;;
São Paulo;Campo Limpo;São Paulo;Sé;;;;;
Ribeirão Pires;Pinheiros;São Paulo;Bela Vista;;;;;
São Paulo;Perdizes;São Paulo;Bela Vista;;;;;
São Paulo;Perdizes;Não informado;Não informado;;;;;
Souza;Vila Prudente;São Paulo;Limão;;;;;
São Paulo;Itaquera;São Paulo;Lapa;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Pinheiros;Não informado;Não informado;;;;;
São Paulo;Vila Prudente;Não informado;Não informado;;;;;
São Paulo;Consolação;São Paulo;Consolação;;;;;
São Paulo;Tatuapé;São Paulo;Higienópolis;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Tatuapé;Não informado;Não informado;;;;;
São Paulo;Pinheiros;São Paulo;República;;;;;
São Paulo;Santo Amaro;São Paulo;Penha;;;;;
São Paulo;Casa Verde;São Paulo;Santana;;;;;
