data;nome_estabelecimento;bairro_estabelecimento;categoria_estabelecimento;tipo_cupom;valor_cupom;repasse_picmoney
24/07/2025;Lavoisier;Campo Limpo;Clínicas de Saúde e Bem-estar;Produto;474.52;10.96
14/07/2025;Forever 21;Santana;Lojas de Móveis e Decoração;Produto;885.69;16.02
10/07/2025;Madero;Santana;Restaurantes com comida caseira;Produto;884.15;45.88
31/07/2025;McDonald's;Jabaquara;Papelarias, Livrarias e Lojas de Escritório;Cashback;818.07;40.9
09/07/2025;Sabin;Limão;Restaurantes com comida caseira;Produto;948.09;20.76
04/07/2025;Riachuelo;Vila Prudente;Lojas de Roupas e Sneakers;Produto;369.58;20.1
19/07/2025;Subway;Penha;Calçados Confortáveis e Ortopédicos;Produto;423.14;20.36
11/07/2025;Smart Fit;Lapa;Fisioterapia e Terapias Complementares;Desconto;743.97;180.36
15/07/2025;Sesc Paulista;Ipiranga;Bancos, Agências e Correspondentes;Produto;723.19;13.85
22/07/2025;Subway;Higienópolis;Produtos Naturais e Fitoterápicos;Desconto;197.14;35.53
04/07/2025;Subway;Jabaquara;Calçados Confortáveis e Ortopédicos;Produto;230.16;6.94
31/07/2025;Drogaria São Paulo;Vila Prudente;Coworkings e Centros de Estudo/Conexão;Desconto;804.22;108.55
17/07/2025;Octavio Café;Lapa;Cafeterias e Bistrôs Modernos;Cashback;981.33;49.07
29/07/2025;Droga Raia;Sé;Farmácias e Drogarias;Desconto;741.09;302.13
17/07/2025;Subway;Perdizes;Lanchonetes e Fast-Food;Desconto;420.96;52.13
02/07/2025;Madero;Casa Verde;Produtos Naturais e Fitoterápicos;Desconto;162.43;77.77
12/07/2025;Drogaria São Paulo;Jabaquara;Espaços Culturais e de Experiência Interativa;Cashback;753.24;37.66
09/07/2025;Renner;Consolação;Produtos Naturais e Fitoterápicos;Desconto;719.3;242.55
10/07/2025;Fleury;Ipiranga;Papelarias, Livrarias e Lojas de Escritório;Produto;782.6;40.8
05/07/2025;Casas Bahia;Itaquera;Lojas de Móveis e Decoração;Produto;575.88;19.53
18/07/2025;Forever 21;Campo Limpo;Lojas de Roupas e Sneakers;Produto;507;17.81
15/07/2025;Magazine Luiza;Tatuapé;Fisioterapia e Terapias Complementares;Cashback;474.76;23.74
21/07/2025;Sesc Paulista;Jabaquara;Barbearias/Salões com estética jovem;Desconto;795.41;82.84
15/07/2025;Açaí no Ponto;Higienópolis;Lanchonetes e Fast-Food;Desconto;911.07;406.77
09/07/2025;Pão de Açúcar;Campo Limpo;Lojas de Moda Urbana e Alternativa;Desconto;632.37;306.15
09/07/2025;Forever 21;Consolação;Lojas de Moda Urbana e Alternativa;Cashback;950.96;47.55
29/07/2025;Madero;Consolação;Cinema e Streaming Experience Stores;Produto;851.5;20.94
15/07/2025;Octavio Café;Santo Amaro;Lojas de Moda Urbana e Alternativa;Cashback;674.95;33.75
03/07/2025;Selfit;Perdizes;Bancos e Casas Lotéricas;Cashback;389.65;19.48
17/07/2025;Smart Fit;Vila Prudente;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;458.68;22.93
10/07/2025;Droga Raia;Campo Limpo;Clínicas Médicas e Laboratórios;Produto;552.68;24.6
19/07/2025;Selfit;Sé;Calçados Confortáveis e Ortopédicos;Desconto;767.23;274.39
02/07/2025;Drogaria São Paulo;Vila Prudente;Farmácias e Drogarias;Cashback;205.07;10.25
02/07/2025;Droga Raia;Itaquera;Farmácias e Drogarias;Produto;726.22;26.49
31/07/2025;Café Cultura;Ipiranga;Clínicas Médicas e Laboratórios;Desconto;957.18;308.24
28/07/2025;Starbucks;Penha;Lojas de Eletrodomésticos e Utilidades Domésticas;Desconto;473.2;110.18
02/07/2025;Drogaria São Paulo;Santo Amaro;Farmácias e Drogarias;Cashback;627.47;31.37
03/07/2025;Lavoisier;Lapa;Clínicas de Saúde e Bem-estar;Produto;231.04;6.4
01/07/2025;Subway;Santana;Lanchonetes e Fast-Food;Desconto;641.8;269.1
13/07/2025;Sesc Carmo;Tatuapé;Clubes e Centros de Convivência;Cashback;320.07;16
17/07/2025;Burger King;Higienópolis;Lanchonetes e Fast-Food;Cashback;848.58;42.43
17/07/2025;Lavoisier;Tucuruvi;Lojas de Móveis e Decoração;Cashback;544.27;27.21
08/07/2025;Droga Raia;Penha;Postos de Combustível e Serviços Automotivos;Cashback;110.88;5.54
24/07/2025;Riachuelo;Lapa;Lojas de Roupas e Sneakers;Produto;475.65;11.38
15/07/2025;Açaí no Ponto;Penha;Lojas de Eletrônicos e Games;Cashback;496.14;24.81
23/07/2025;McDonald's;República;Lanchonetes e Fast-Food;Desconto;574.94;229.73
31/07/2025;Octavio Café;Tatuapé;Barbearias/Salões com estética jovem;Cashback;832.84;41.64
29/07/2025;Drogasil;Santo Amaro;Restaurantes com comida caseira;Cashback;572.02;28.6
28/07/2025;Magazine Luiza;Higienópolis;Igrejas e Lojas de Artigos Religiosos;Cashback;910.35;45.52
05/07/2025;Pão de Açúcar;Limão;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;792.34;39.62
28/07/2025;Ponto;Sé;Lojas de Móveis e Decoração;Cashback;842.46;42.12
11/07/2025;Fleury;República;Clínicas de Saúde e Bem-estar;Cashback;336.05;16.8
01/07/2025;Churrascaria Boi Preto;Ipiranga;Postos de Combustível e Serviços Automotivos;Produto;688.51;41.18
19/07/2025;Sabin;República;Bancos e Casas Lotéricas;Desconto;340.69;160.99
02/07/2025;Selfit;Bela Vista;Academias e Studios Fitness;Produto;418.11;10.89
09/07/2025;Subway;República;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;946.92;47.35
26/07/2025;Droga Raia;Higienópolis;Farmácias e Drogarias;Desconto;463.49;183.62
21/07/2025;Droga Raia;Santana;Farmácias e Drogarias;Produto;189.43;3.2
19/07/2025;Just Run;Tucuruvi;Lojas de Roupas e Calçados;Produto;435.26;22.76
18/07/2025;Subway;Casa Verde;Espaços Culturais e de Experiência Interativa;Cashback;507.6;25.38
10/07/2025;Madero;Casa Verde;Bancos, Agências e Correspondentes;Cashback;236.67;11.83
30/07/2025;Outback;Jabaquara;Lojas de Eletrodomésticos e Utilidades Domésticas;Produto;144.76;3.45
13/07/2025;Habib's;Tatuapé;Lanchonetes e Fast-Food;Cashback;831.42;41.57
06/07/2025;Lavoisier;Perdizes;Espaços Culturais e de Experiência Interativa;Produto;728.19;40.06
03/07/2025;Ráscal;Santana;Papelarias, Livrarias e Lojas de Escritório;Cashback;186.95;9.35
26/07/2025;McDonald's;Sé;Clínicas Médicas e Laboratórios;Desconto;579.46;78.81
02/07/2025;Madero;Butantã;Postos de Combustível e Serviços Automotivos;Cashback;651.65;32.58
24/07/2025;Extra;Ipiranga;Barbearias/Salões com estética jovem;Desconto;726.75;119.37
20/07/2025;Ráscal;Tatuapé;Restaurantes e Gastronomia;Desconto;851.8;281.85
24/07/2025;Casas Bahia;Ipiranga;Lojas de Eletrodomésticos e Utilidades Domésticas;Desconto;859.13;208.42
19/07/2025;Sesc Paulista;Santo Amaro;Bancos e Casas Lotéricas;Produto;409.84;22.24
10/07/2025;Selfit;Tatuapé;Bancos e Casas Lotéricas;Desconto;809.91;143.76
21/07/2025;Café Cultura;Penha;Cafeterias e Bistrôs Modernos;Cashback;961.93;48.1
23/07/2025;Sesc Carmo;Bela Vista;Bancos, Agências e Correspondentes;Produto;786.6;32.79
16/07/2025;Sesc Carmo;Itaquera;Bancos, Agências e Correspondentes;Produto;163.37;1.71
02/07/2025;Octavio Café;Vila Prudente;Coworkings e Centros de Estudo/Conexão;Cashback;170.67;8.53
16/07/2025;Magazine Luiza;Butantã;Produtos Naturais e Fitoterápicos;Cashback;835.15;41.76
20/07/2025;Açaí no Ponto;Penha;Lojas de Móveis e Decoração;Cashback;975.6;48.78
24/07/2025;Casas Bahia;Consolação;Papelarias, Livrarias e Lojas de Escritório;Produto;713.76;13.94
11/07/2025;Ráscal;Campo Limpo;Restaurantes e Gastronomia;Desconto;985.83;293.67
03/07/2025;Pão de Açúcar;Penha;Supermercados e Mercados Express;Produto;153.58;8.46
14/07/2025;Pão de Açúcar;Santana;Lojas de Moda Urbana e Alternativa;Produto;157.49;5.69
13/07/2025;Açaí no Ponto;Perdizes;Supermercados de Bairro e Mercadinhos;Cashback;723.45;36.17
13/07/2025;Octavio Café;Itaquera;Fisioterapia e Terapias Complementares;Produto;824.1;45.98
24/07/2025;Forever 21;Lapa;Lojas de Móveis e Decoração;Desconto;140.11;19.98
28/07/2025;Renner;Pinheiros;Lojas de Roupas e Sneakers;Produto;767.85;12.08
30/07/2025;Subway;Tatuapé;Barbearias/Salões com estética jovem;Produto;209.14;5.9
30/07/2025;Café Cultura;República;Lojas de Eletrônicos e Games;Cashback;387.35;19.37
24/07/2025;Just Run;Sé;Lojas de Eletrônicos e Games;Desconto;778.5;129.35
07/07/2025;Sesc Carmo;Santana;Coworkings e Centros de Estudo/Conexão;Desconto;890.14;169.61
18/07/2025;Drogasil;Casa Verde;Supermercados de Bairro e Mercadinhos;Desconto;574.61;157.68
17/07/2025;Sesc Paulista;Penha;Lojas de Roupas e Calçados;Produto;191.58;5.75
16/07/2025;Magazine Luiza;Perdizes;Calçados Confortáveis e Ortopédicos;Produto;159.29;5.2
06/07/2025;Lavoisier;Perdizes;Fisioterapia e Terapias Complementares;Desconto;496.7;176.73
04/07/2025;Lavoisier;Jabaquara;Igrejas e Lojas de Artigos Religiosos;Produto;482.4;20.29
13/07/2025;Pão de Açúcar;República;Papelarias, Livrarias e Lojas de Escritório;Desconto;154.67;31.42
18/07/2025;Churrascaria Boi Preto;Penha;Lojas de Móveis e Decoração;Cashback;788.35;39.42
26/07/2025;Lavoisier;Consolação;Clínicas Médicas e Laboratórios;Desconto;470.39;77.82
09/07/2025;Clube Pinheiros;República;Espaços Culturais e de Experiência Interativa;Desconto;698.83;84.42
16/07/2025;Sabin;Jabaquara;Calçados Confortáveis e Ortopédicos;Desconto;731.53;353.27
04/07/2025;Pão de Açúcar;Consolação;Lojas de Eletrônicos e Games;Desconto;883.22;427.59
10/07/2025;McDonald's;Penha;Restaurantes com comida caseira;Desconto;161.29;80.48
03/07/2025;Ponto;Santana;Espaços Culturais e de Experiência Interativa;Desconto;559.53;98.31
28/07/2025;Extra;Butantã;Supermercados e Mercados Express;Desconto;379.78;125.54
15/07/2025;Pão de Açúcar;Vila Prudente;Supermercados e Mercados Express;Produto;524.51;9.59
23/07/2025;Octavio Café;Limão;Lojas de Roupas e Calçados;Produto;965.37;50.05
04/07/2025;Fleury;Santo Amaro;Clínicas de Saúde e Bem-estar;Cashback;852.94;42.65
08/07/2025;Drogaria São Paulo;Bela Vista;Farmácias e Drogarias;Desconto;395.7;146.26
03/07/2025;Casas Bahia;Santo Amaro;Igrejas e Lojas de Artigos Religiosos;Cashback;762.02;38.1
17/07/2025;Habib's;Butantã;Bancos e Casas Lotéricas;Produto;767.7;14.04
20/07/2025;Just Run;Consolação;Espaços Culturais e de Experiência Interativa;Desconto;790.61;163.91
17/07/2025;Octavio Café;Tucuruvi;Cafeterias e Bistrôs Modernos;Produto;914.07;23.41
01/07/2025;Just Run;Sé;Fisioterapia e Terapias Complementares;Produto;161.15;8.43
18/07/2025;Açaí no Ponto;Lapa;Lojas de Móveis e Decoração;Desconto;711.26;270.28
28/07/2025;Madero;Tucuruvi;Produtos Naturais e Fitoterápicos;Cashback;590.75;29.54
17/07/2025;Fleury;Limão;Clínicas de Saúde e Bem-estar;Cashback;364.53;18.23
10/07/2025;Açaí no Ponto;Perdizes;Espaços Culturais e de Experiência Interativa;Produto;906.63;36.53
13/07/2025;Forever 21;Limão;Lojas de Móveis e Decoração;Produto;752.49;16.41
08/07/2025;Selfit;Ipiranga;Academias e Studios Fitness;Desconto;345.51;144.95
19/07/2025;Sesc Carmo;Ipiranga;Clubes e Centros de Convivência;Desconto;509.87;74.26
28/07/2025;Clube Pinheiros;Ipiranga;Clubes e Centros de Convivência;Cashback;701.31;35.07
10/07/2025;Riachuelo;Itaquera;Lojas de Roupas e Sneakers;Desconto;326.5;39
23/07/2025;Starbucks;Butantã;Coworkings e Centros de Estudo/Conexão;Cashback;924.45;46.22
23/07/2025;Sesc Paulista;Itaquera;Produtos Naturais e Fitoterápicos;Cashback;142.42;7.12
12/07/2025;Fleury;Lapa;Clínicas de Saúde e Bem-estar;Produto;321.94;12.03
15/07/2025;Octavio Café;Limão;Lojas de Eletrodomésticos e Utilidades Domésticas;Produto;348.8;16.28
22/07/2025;Starbucks;Jabaquara;Lojas de Eletrônicos e Games;Desconto;481.62;162.54
22/07/2025;Sabin;Vila Prudente;Postos de Combustível e Serviços Automotivos;Desconto;283.92;32.04
24/07/2025;Extra;Tatuapé;Clínicas Médicas e Laboratórios;Produto;855.74;11.91
20/07/2025;Habib's;Vila Prudente;Bancos e Casas Lotéricas;Cashback;281.94;14.1
07/07/2025;Forever 21;Jabaquara;Lojas de Moda Urbana e Alternativa;Desconto;330.85;157.76
05/07/2025;Smart Fit;Itaquera;Igrejas e Lojas de Artigos Religiosos;Cashback;400.14;20.01
12/07/2025;Renner;Tucuruvi;Lojas de Roupas e Sneakers;Produto;826.86;16.27
06/07/2025;Pão de Açúcar;Ipiranga;Lojas de Móveis e Decoração;Desconto;212.9;56.35
24/07/2025;Subway;Tucuruvi;Lanchonetes e Fast-Food;Desconto;732.1;309.32
23/07/2025;Açaí no Ponto;Butantã;Espaços Culturais e de Experiência Interativa;Produto;566.59;30.61
24/07/2025;Octavio Café;Consolação;Lojas de Moda Urbana e Alternativa;Produto;867.09;43.93
26/07/2025;Riachuelo;Campo Limpo;Bancos e Casas Lotéricas;Cashback;940.83;47.04
01/07/2025;Riachuelo;Sé;Lojas de Roupas e Sneakers;Desconto;691.58;156.26
03/07/2025;Just Run;Itaquera;Academias e Studios Fitness;Produto;734.2;21.18
27/07/2025;Casas Bahia;Santo Amaro;Bancos e Casas Lotéricas;Desconto;678.25;76.13
07/07/2025;Selfit;Ipiranga;Papelarias, Livrarias e Lojas de Escritório;Produto;426.92;25.08
10/07/2025;McDonald's;Campo Limpo;Restaurantes com comida caseira;Desconto;135.77;62.22
04/07/2025;Clube Pinheiros;República;Clubes e Centros de Convivência;Desconto;886.87;252.99
07/07/2025;Açaí no Ponto;Limão;Postos de Combustível e Serviços Automotivos;Desconto;118.04;40.89
10/07/2025;Magazine Luiza;Lapa;Bancos e Casas Lotéricas;Cashback;508.52;25.43
23/07/2025;Selfit;Ipiranga;Lojas de Eletrônicos e Games;Produto;288.47;10.54
20/07/2025;Outback;Higienópolis;Restaurantes e Gastronomia;Cashback;592.4;29.62
01/07/2025;Lavoisier;Limão;Bancos, Agências e Correspondentes;Cashback;782.24;39.11
03/07/2025;Fleury;Higienópolis;Clínicas de Saúde e Bem-estar;Desconto;429.6;164.14
16/07/2025;Sesc Paulista;Perdizes;Papelarias, Livrarias e Lojas de Escritório;Produto;956.09;26.6
20/07/2025;Drogaria São Paulo;Perdizes;Farmácias e Drogarias;Desconto;571.82;59.31
25/07/2025;Madero;Santo Amaro;Clínicas Médicas e Laboratórios;Produto;587.52;27.07
08/07/2025;Droga Raia;Ipiranga;Lojas de Roupas e Calçados;Cashback;162.4;8.12
03/07/2025;Just Run;Higienópolis;Postos de Combustível e Serviços Automotivos;Produto;465.94;10.41
20/07/2025;Fleury;Santana;Restaurantes com comida caseira;Desconto;988.82;469.84
04/07/2025;Riachuelo;Perdizes;Cinema e Streaming Experience Stores;Produto;964.37;12.1
10/07/2025;Smart Fit;Tucuruvi;Igrejas e Lojas de Artigos Religiosos;Produto;684.47;38.97
29/07/2025;Starbucks;Lapa;Cafeterias e Bistrôs Modernos;Produto;592.96;15.84
09/07/2025;Café Cultura;Ipiranga;Cafeterias e Bistrôs Modernos;Desconto;793.27;385.9
23/07/2025;Carrefour Express;Vila Prudente;Restaurantes com comida caseira;Cashback;431.19;21.56
31/07/2025;Casas Bahia;Jabaquara;Supermercados de Bairro e Mercadinhos;Produto;156.75;3.25
30/07/2025;Just Run;Santo Amaro;Academias e Studios Fitness;Cashback;875.19;43.76
31/07/2025;Açaí no Ponto;Consolação;Bancos e Casas Lotéricas;Desconto;409.98;129.88
15/07/2025;Clube Pinheiros;Casa Verde;Clubes e Centros de Convivência;Produto;637.17;33.49
07/07/2025;Ráscal;República;Papelarias, Livrarias e Lojas de Escritório;Desconto;895.82;206.26
21/07/2025;Just Run;Santana;Lojas de Roupas e Calçados;Produto;365.25;17.14
24/07/2025;Smart Fit;Tatuapé;Bancos, Agências e Correspondentes;Cashback;927;46.35
23/07/2025;Drogaria São Paulo;Butantã;Farmácias e Drogarias;Desconto;914.11;266.2
01/07/2025;Habib's;Vila Prudente;Bancos e Casas Lotéricas;Desconto;475.99;79.26
31/07/2025;Habib's;Limão;Clínicas Médicas e Laboratórios;Produto;190.69;8.58
29/07/2025;Magazine Luiza;Santo Amaro;Fisioterapia e Terapias Complementares;Desconto;929.96;383.11
07/07/2025;Octavio Café;Ipiranga;Lojas de Eletrônicos e Games;Desconto;179.65;51.32
11/07/2025;Octavio Café;Bela Vista;Calçados Confortáveis e Ortopédicos;Desconto;860.03;391.55
13/07/2025;Sabin;Santo Amaro;Clínicas Médicas e Laboratórios;Cashback;579.47;28.97
21/07/2025;McDonald's;Perdizes;Bancos, Agências e Correspondentes;Produto;583.59;27.65
11/07/2025;Fleury;Pinheiros;Clínicas de Saúde e Bem-estar;Desconto;896.44;244.28
07/07/2025;Droga Raia;Sé;Calçados Confortáveis e Ortopédicos;Cashback;383.61;19.18
17/07/2025;Extra;Sé;Papelarias, Livrarias e Lojas de Escritório;Produto;914.64;35.05
31/07/2025;Fleury;Pinheiros;Lojas de Roupas e Calçados;Cashback;173.52;8.68
29/07/2025;Selfit;Campo Limpo;Supermercados de Bairro e Mercadinhos;Desconto;771.39;383.69
20/07/2025;Churrascaria Boi Preto;Campo Limpo;Clínicas Médicas e Laboratórios;Produto;960.89;40.86
13/07/2025;Carrefour Express;República;Supermercados e Mercados Express;Cashback;709.33;35.47
10/07/2025;Outback;Perdizes;Clínicas Médicas e Laboratórios;Cashback;232.5;11.62
08/07/2025;Octavio Café;Vila Prudente;Cafeterias e Bistrôs Modernos;Produto;209.32;5.8
20/07/2025;Habib's;Higienópolis;Igrejas e Lojas de Artigos Religiosos;Produto;429.28;16.36
29/07/2025;Drogasil;Campo Limpo;Farmácias e Drogarias;Desconto;858.41;191.64
04/07/2025;Habib's;Campo Limpo;Espaços Culturais e de Experiência Interativa;Produto;954.24;39.68
31/07/2025;Riachuelo;Casa Verde;Coworkings e Centros de Estudo/Conexão;Cashback;284.28;14.21
31/07/2025;Madero;Ipiranga;Calçados Confortáveis e Ortopédicos;Produto;464.17;26.29
12/07/2025;Açaí no Ponto;Limão;Calçados Confortáveis e Ortopédicos;Cashback;584.55;29.23
09/07/2025;Subway;Itaquera;Lanchonetes e Fast-Food;Cashback;911.57;45.58
16/07/2025;Riachuelo;Butantã;Restaurantes com comida caseira;Cashback;248.67;12.43
27/07/2025;Renner;Lapa;Lojas de Roupas e Sneakers;Cashback;897.09;44.85
23/07/2025;Clube Pinheiros;Ipiranga;Cinema e Streaming Experience Stores;Produto;278.23;16.4
02/07/2025;Selfit;Consolação;Clínicas Médicas e Laboratórios;Produto;404.84;18.32
20/07/2025;Sesc Carmo;Limão;Bancos e Casas Lotéricas;Desconto;229.78;93.13
21/07/2025;Selfit;Vila Prudente;Fisioterapia e Terapias Complementares;Produto;698.52;40.22
19/07/2025;Açaí no Ponto;Consolação;Lanchonetes e Fast-Food;Desconto;240.3;26.83
15/07/2025;Sesc Carmo;Ipiranga;Calçados Confortáveis e Ortopédicos;Desconto;993.17;472.67
31/07/2025;Octavio Café;Pinheiros;Cafeterias e Bistrôs Modernos;Produto;912.65;10.39
23/07/2025;Pão de Açúcar;Casa Verde;Supermercados e Mercados Express;Cashback;328.77;16.44
11/07/2025;Habib's;Santo Amaro;Restaurantes com comida caseira;Cashback;734.26;36.71
30/07/2025;Lavoisier;Santo Amaro;Clínicas Médicas e Laboratórios;Cashback;780.29;39.01
09/07/2025;Madero;Ipiranga;Bancos, Agências e Correspondentes;Desconto;582.26;217.02
11/07/2025;Sesc Paulista;Consolação;Clubes e Centros de Convivência;Produto;155.4;2.21
18/07/2025;Churrascaria Boi Preto;Lapa;Clínicas Médicas e Laboratórios;Desconto;609.35;94.35
04/07/2025;Sesc Paulista;Santo Amaro;Espaços Culturais e de Experiência Interativa;Desconto;983.34;369.32
24/07/2025;Açaí no Ponto;Itaquera;Lanchonetes e Fast-Food;Produto;315.29;6.23
31/07/2025;Açaí no Ponto;República;Lanchonetes e Fast-Food;Cashback;204.79;10.24
22/07/2025;Sabin;Santana;Clínicas de Saúde e Bem-estar;Cashback;580.43;29.02
04/07/2025;Renner;Higienópolis;Lojas de Roupas e Sneakers;Produto;282.81;7.7
11/07/2025;Burger King;Higienópolis;Espaços Culturais e de Experiência Interativa;Produto;239.96;8.45
05/07/2025;Just Run;Butantã;Produtos Naturais e Fitoterápicos;Produto;689.09;35.27
15/07/2025;Droga Raia;Vila Prudente;Farmácias e Drogarias;Desconto;548.83;261.11
30/07/2025;Habib's;Tucuruvi;Fisioterapia e Terapias Complementares;Desconto;449.47;147.96
07/07/2025;Burger King;Santana;Lanchonetes e Fast-Food;Cashback;269.45;13.47
24/07/2025;Ráscal;Ipiranga;Restaurantes com comida caseira;Cashback;152.56;7.63
23/07/2025;Forever 21;Consolação;Supermercados de Bairro e Mercadinhos;Desconto;983.78;318.79
22/07/2025;Sabin;Santana;Espaços Culturais e de Experiência Interativa;Desconto;724.76;291.68
20/07/2025;Café Cultura;Tucuruvi;Cafeterias e Bistrôs Modernos;Produto;548.88;19.05
04/07/2025;Sabin;Ipiranga;Lojas de Roupas e Calçados;Cashback;750.26;37.51
17/07/2025;Fleury;Bela Vista;Lojas de Moda Urbana e Alternativa;Cashback;412.98;20.65
02/07/2025;Forever 21;Limão;Postos de Combustível e Serviços Automotivos;Produto;716.5;12.22
24/07/2025;Drogaria São Paulo;Limão;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;163.79;8.19
16/07/2025;Clube Pinheiros;Tucuruvi;Igrejas e Lojas de Artigos Religiosos;Produto;671.04;24.17
09/07/2025;Subway;Santana;Supermercados de Bairro e Mercadinhos;Cashback;494.31;24.72
06/07/2025;Casas Bahia;Santana;Igrejas e Lojas de Artigos Religiosos;Desconto;143.98;62.98
29/07/2025;Drogasil;Ipiranga;Igrejas e Lojas de Artigos Religiosos;Cashback;659.99;33
29/07/2025;Café Cultura;Sé;Cafeterias e Bistrôs Modernos;Cashback;635.66;31.78
10/07/2025;Smart Fit;Vila Prudente;Lojas de Moda Urbana e Alternativa;Cashback;165.81;8.29
04/07/2025;Pão de Açúcar;Higienópolis;Supermercados e Mercados Express;Desconto;475.34;232.57
02/07/2025;Ponto;Itaquera;Papelarias, Livrarias e Lojas de Escritório;Desconto;147.51;66
08/07/2025;Starbucks;Penha;Lojas de Moda Urbana e Alternativa;Cashback;459.15;22.96
27/07/2025;Droga Raia;Lapa;Restaurantes com comida caseira;Produto;208.8;11.37
26/07/2025;Ráscal;Itaquera;Lojas de Eletrônicos e Games;Produto;474.64;17.89
19/07/2025;Madero;Itaquera;Restaurantes e Gastronomia;Produto;934.42;34.48
06/07/2025;Forever 21;Casa Verde;Lojas de Roupas e Calçados;Produto;114.36;3.19
11/07/2025;Habib's;Consolação;Fisioterapia e Terapias Complementares;Desconto;789.89;133.16
08/07/2025;Sabin;Santana;Clínicas de Saúde e Bem-estar;Desconto;883.18;234.63
07/07/2025;Extra;Tucuruvi;Lojas de Móveis e Decoração;Cashback;688.73;34.44
26/07/2025;Burger King;Santana;Fisioterapia e Terapias Complementares;Produto;735.1;23.95
22/07/2025;Selfit;Tucuruvi;Academias e Studios Fitness;Cashback;316.7;15.84
14/07/2025;Drogaria São Paulo;Vila Prudente;Farmácias e Drogarias;Cashback;910.07;45.5
24/07/2025;Riachuelo;Vila Prudente;Restaurantes com comida caseira;Produto;815.99;46.39
31/07/2025;Droga Raia;Santo Amaro;Lojas de Roupas e Calçados;Cashback;334.39;16.72
28/07/2025;Magazine Luiza;Tucuruvi;Produtos Naturais e Fitoterápicos;Produto;758.78;15.3
24/07/2025;Drogaria São Paulo;Tatuapé;Farmácias e Drogarias;Cashback;901.98;45.1
05/07/2025;Sesc Carmo;Butantã;Clubes e Centros de Convivência;Cashback;607.11;30.36
15/07/2025;Smart Fit;Santo Amaro;Academias e Studios Fitness;Produto;875.01;39.33
14/07/2025;Habib's;Santo Amaro;Lojas de Móveis e Decoração;Desconto;604.24;264.25
25/07/2025;Churrascaria Boi Preto;Tatuapé;Espaços Culturais e de Experiência Interativa;Desconto;623.62;282.9
31/07/2025;Starbucks;Consolação;Cafeterias e Bistrôs Modernos;Desconto;655.09;291.69
10/07/2025;Smart Fit;Vila Prudente;Academias e Studios Fitness;Cashback;889.81;44.49
16/07/2025;Octavio Café;Santana;Lojas de Móveis e Decoração;Desconto;665.39;170.33
03/07/2025;Renner;Tucuruvi;Barbearias/Salões com estética jovem;Produto;154.54;4.94
07/07/2025;Just Run;Casa Verde;Igrejas e Lojas de Artigos Religiosos;Cashback;625.82;31.29
24/07/2025;Riachuelo;Casa Verde;Calçados Confortáveis e Ortopédicos;Cashback;739.46;36.97
15/07/2025;Droga Raia;Ipiranga;Lojas de Móveis e Decoração;Cashback;457.45;22.87
09/07/2025;Just Run;Higienópolis;Cinema e Streaming Experience Stores;Produto;298.47;3.79
15/07/2025;Extra;Perdizes;Lojas de Eletrônicos e Games;Cashback;457.29;22.86
05/07/2025;Subway;Bela Vista;Coworkings e Centros de Estudo/Conexão;Desconto;565.61;268.17
26/07/2025;Octavio Café;Santana;Lojas de Roupas e Calçados;Produto;390.57;14.72
14/07/2025;Carrefour Express;Casa Verde;Supermercados e Mercados Express;Desconto;158.38;78.07
17/07/2025;Drogaria São Paulo;Lapa;Fisioterapia e Terapias Complementares;Produto;676.55;22.47
03/07/2025;Outback;Jabaquara;Clínicas Médicas e Laboratórios;Produto;102.31;1.18
30/07/2025;Sesc Carmo;Tatuapé;Calçados Confortáveis e Ortopédicos;Cashback;722.22;36.11
07/07/2025;Ráscal;Tucuruvi;Restaurantes e Gastronomia;Produto;753.2;33.3
25/07/2025;Lavoisier;República;Clínicas de Saúde e Bem-estar;Cashback;532.08;26.6
01/07/2025;Magazine Luiza;Santana;Calçados Confortáveis e Ortopédicos;Produto;625.01;12.5
01/07/2025;Carrefour Express;Perdizes;Supermercados de Bairro e Mercadinhos;Produto;926.09;51.73
08/07/2025;Drogaria São Paulo;Tatuapé;Produtos Naturais e Fitoterápicos;Produto;534.1;26.82
26/07/2025;Subway;Perdizes;Lojas de Eletrodomésticos e Utilidades Domésticas;Cashback;246.06;12.3
08/07/2025;Subway;Santo Amaro;Lanchonetes e Fast-Food;Desconto;153.26;35.51
24/07/2025;Açaí no Ponto;Tucuruvi;Lanchonetes e Fast-Food;Desconto;223.9;39.59
11/07/2025;Café Cultura;Jabaquara;Cafeterias e Bistrôs Modernos;Produto;432.76;13.28
23/07/2025;Sesc Carmo;Perdizes;Lojas de Moda Urbana e Alternativa;Desconto;302.83;30.51
10/07/2025;Clube Pinheiros;Bela Vista;Postos de Combustível e Serviços Automotivos;Desconto;943.02;355.38
25/07/2025;Forever 21;Santo Amaro;Clínicas Médicas e Laboratórios;Produto;579.87;29.4
22/07/2025;Madero;Penha;Cinema e Streaming Experience Stores;Produto;333.26;6.42
02/07/2025;Sesc Paulista;Bela Vista;Postos de Combustível e Serviços Automotivos;Desconto;306.34;109.13
