horario;local;modelo_celular;ultimo_valor_capturado;idade;sexo
18:00:00;Metrô Trianon-Masp;Samsung S21;481.38;31;Masculino
16:00:00;Esquina Rua da Paz;iPhone 11;227.92;64;Masculino
21:00:00;Esquina Av. Consolação;iPhone 14 Pro;75.26;37;Feminino
08:45:00;Esquina Av. Consolação;Xiaomi Redmi Note 11;111.26;55;Masculino
18:15:00;Metrô Consolação;Samsung S21;298.77;50;Feminino
12:30:00;Shopping Cidade São Paulo;iPhone 11;438.65;37;Feminino
18:00:00;Metrô Trianon-Masp;Realme C35;45.82;33;Feminino
20:30:00;MASP;iPhone 11;358.16;67;Outro
18:00:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;251.24;52;Masculino
20:15:00;Metrô Consolação;Samsung Galaxy A52;475.83;59;Outro
17:45:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;430.13;16;Masculino
19:45:00;Shopping Cidade São Paulo;Realme C35;486.53;42;Feminino
07:45:00;Metrô Consolação;Xiaomi Redmi Note 11;336.34;55;Masculino
08:45:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;436.08;25;Masculino
07:30:00;Ponto de ônibus Augusta;iPhone 12;165.25;43;Masculino
07:45:00;Metrô Trianon-Masp;Motorola G60;53.53;40;Outro
11:30:00;Shopping Cidade São Paulo;iPhone 14 Pro;449.75;37;Feminino
18:30:00;Metrô Trianon-Masp;Xiaomi Redmi Note 11;384.58;26;Feminino
17:30:00;Metrô Brigadeiro;Motorola G60;422.99;39;Masculino
16:45:00;Shopping Pátio Paulista;iPhone 11;242.4;28;Feminino
17:45:00;Shopping Cidade São Paulo;Samsung S21;307.86;19;Outro
17:00:00;Esquina Av. Consolação;Motorola G60;232.79;22;Masculino
18:45:00;Esquina Av. Consolação;Samsung S21;385.99;37;Outro
13:15:00;MASP;Samsung S21;43.99;32;Masculino
17:45:00;Shopping Cidade São Paulo;Realme C35;311.79;62;Outro
15:15:00;Metrô Trianon-Masp;Motorola G60;42.65;67;Feminino
18:15:00;Metrô Consolação;iPhone SE;308.1;56;Outro
17:00:00;Metrô Trianon-Masp;iPhone 13;358.34;27;Outro
08:00:00;Shopping Cidade São Paulo;Motorola G60;493.61;50;Outro
22:00:00;Esquina Rua da Paz;Motorola G60;145.42;21;Masculino
12:00:00;MASP;Xiaomi Redmi Note 11;293.02;65;Outro
17:00:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;393.97;19;Outro
13:45:00;Metrô Consolação;Samsung S21;324.84;20;Feminino
08:30:00;Metrô Consolação;Samsung Galaxy A52;151.59;56;Outro
13:00:00;Ponto de ônibus Pamplona;iPhone SE;56.41;55;Outro
06:45:00;Metrô Brigadeiro;Samsung Galaxy A52;99.23;55;Outro
10:45:00;Ponto de ônibus Augusta;Realme C35;63.23;32;Masculino
17:30:00;Esquina Rua da Paz;Samsung Galaxy A52;419.89;34;Feminino
06:30:00;Ponto de ônibus Pamplona;Realme C35;210.96;23;Feminino
20:30:00;MASP;Motorola G60;429.77;27;Outro
21:30:00;Metrô Trianon-Masp;iPhone SE;26.58;70;Feminino
07:15:00;Shopping Cidade São Paulo;iPhone 11;101.51;19;Feminino
06:15:00;Shopping Cidade São Paulo;iPhone 12;196.27;60;Outro
07:00:00;Metrô Brigadeiro;iPhone 12;318.79;69;Feminino
14:15:00;Shopping Pátio Paulista;iPhone 13;273.49;24;Feminino
13:15:00;Esquina Av. Consolação;iPhone 11;34.07;62;Masculino
07:45:00;Metrô Trianon-Masp;Samsung S21;475.8;39;Feminino
12:15:00;Shopping Cidade São Paulo;Realme C35;401;61;Feminino
08:15:00;MASP;Samsung Galaxy A52;294.98;28;Outro
13:45:00;MASP;Xiaomi Redmi Note 11;258.43;32;Masculino
21:15:00;Ponto de ônibus Pamplona;iPhone 14 Pro;47.73;38;Masculino
13:45:00;Esquina Av. Consolação;Realme C35;226.33;53;Masculino
18:45:00;Esquina Rua da Paz;iPhone 11;147.79;51;Masculino
18:15:00;Metrô Brigadeiro;Samsung Galaxy A52;471.49;66;Outro
07:00:00;Esquina Av. Consolação;Xiaomi Redmi Note 11;167.63;32;Masculino
17:00:00;Metrô Brigadeiro;iPhone 11;29.33;22;Feminino
09:15:00;Esquina Rua da Paz;Realme C35;421.31;49;Masculino
07:00:00;Metrô Consolação;iPhone 13;289.24;48;Masculino
17:15:00;Metrô Trianon-Masp;Realme C35;246.99;48;Feminino
19:30:00;Metrô Trianon-Masp;Samsung Galaxy A52;467.44;47;Outro
06:45:00;Ponto de ônibus Augusta;Motorola G60;236.86;68;Outro
06:45:00;Ponto de ônibus Pamplona;iPhone 11;450.88;17;Masculino
09:00:00;Metrô Brigadeiro;Samsung Galaxy A52;36.53;36;Masculino
15:15:00;Metrô Consolação;Motorola G60;373.46;31;Masculino
17:00:00;Ponto de ônibus Augusta;Samsung S21;32.57;70;Feminino
18:15:00;Metrô Brigadeiro;Realme C35;137.92;41;Feminino
07:00:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;224.34;40;Outro
07:15:00;Ponto de ônibus Pamplona;iPhone SE;82.94;41;Outro
08:00:00;Metrô Consolação;iPhone 14 Pro;289.25;49;Feminino
06:15:00;Metrô Consolação;Motorola G60;340;22;Outro
13:30:00;Shopping Pátio Paulista;Samsung S21;281.98;62;Outro
09:45:00;MASP;iPhone 14 Pro;325.79;47;Feminino
15:00:00;Shopping Pátio Paulista;iPhone 12;403.2;45;Masculino
13:15:00;Metrô Brigadeiro;Samsung S21;75.3;65;Feminino
18:30:00;Shopping Cidade São Paulo;Motorola G60;375.35;33;Outro
16:45:00;Esquina Av. Consolação;Samsung Galaxy A52;314.31;30;Masculino
18:45:00;Shopping Cidade São Paulo;Motorola G60;309.77;56;Feminino
08:15:00;Metrô Consolação;Samsung Galaxy A52;109.83;34;Masculino
17:45:00;Metrô Consolação;iPhone 11;421.1;69;Feminino
08:15:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;448.58;38;Feminino
18:15:00;Metrô Trianon-Masp;Motorola G60;464.83;44;Masculino
12:30:00;Esquina Rua da Paz;iPhone 11;390.56;56;Masculino
12:45:00;Ponto de ônibus Pamplona;iPhone SE;113.43;21;Feminino
17:00:00;Metrô Brigadeiro;Motorola G60;286.27;49;Outro
20:15:00;Esquina Rua da Paz;Realme C35;134.04;51;Masculino
06:00:00;MASP;iPhone 14 Pro;443.3;44;Masculino
10:00:00;Metrô Consolação;Samsung Galaxy A52;169.35;29;Feminino
17:00:00;Metrô Consolação;Samsung Galaxy A52;23.92;65;Masculino
20:15:00;Metrô Consolação;Samsung Galaxy A52;410.38;32;Masculino
08:00:00;Metrô Brigadeiro;iPhone 12;96.37;57;Feminino
13:30:00;Metrô Trianon-Masp;iPhone 13;346.75;33;Feminino
18:45:00;Shopping Cidade São Paulo;Realme C35;352.81;48;Outro
12:15:00;Esquina Rua da Paz;Samsung S21;402.94;61;Outro
13:45:00;Metrô Brigadeiro;Samsung S21;238.41;44;Feminino
11:00:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;22.93;68;Outro
19:45:00;Ponto de ônibus Augusta;iPhone 11;421.43;33;Masculino
13:00:00;Shopping Pátio Paulista;iPhone 14 Pro;29.77;19;Masculino
11:45:00;Ponto de ônibus Pamplona;Realme C35;174.38;50;Feminino
08:00:00;Metrô Consolação;Realme C35;190.08;55;Outro
10:00:00;MASP;iPhone SE;357.4;42;Feminino
11:45:00;Ponto de ônibus Augusta;Realme C35;441.46;19;Masculino
12:45:00;Metrô Brigadeiro;Samsung S21;211.83;45;Masculino
11:45:00;Shopping Pátio Paulista;Samsung S21;166.8;69;Outro
16:15:00;MASP;Realme C35;146.05;56;Masculino
14:45:00;Shopping Pátio Paulista;iPhone 14 Pro;84.26;53;Feminino
08:00:00;Ponto de ônibus Pamplona;iPhone 12;57.33;48;Feminino
18:45:00;MASP;Samsung Galaxy A52;174.93;46;Feminino
12:30:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;200.82;54;Feminino
17:15:00;Shopping Pátio Paulista;Motorola G60;360.28;49;Outro
08:45:00;Shopping Cidade São Paulo;Samsung S21;461.88;61;Outro
18:45:00;Ponto de ônibus Pamplona;Samsung Galaxy A52;82.58;55;Outro
07:15:00;Ponto de ônibus Augusta;iPhone 12;82.56;43;Outro
18:00:00;Metrô Consolação;Samsung Galaxy A52;58.16;31;Outro
08:00:00;Shopping Cidade São Paulo;Samsung S21;216.64;32;Feminino
10:15:00;Ponto de ônibus Augusta;iPhone SE;190.82;30;Feminino
07:45:00;Metrô Trianon-Masp;Samsung S21;282.91;33;Outro
09:45:00;MASP;Motorola G60;415.07;68;Feminino
17:30:00;Metrô Consolação;iPhone 11;188.47;44;Feminino
14:15:00;Ponto de ônibus Augusta;Samsung S21;97.46;29;Feminino
15:30:00;MASP;Samsung Galaxy A52;29.46;21;Masculino
18:00:00;Esquina Av. Consolação;iPhone SE;79.34;17;Feminino
18:15:00;Shopping Cidade São Paulo;iPhone 13;343.98;26;Masculino
07:15:00;MASP;Realme C35;47.76;53;Outro
08:00:00;Ponto de ônibus Pamplona;iPhone 11;34.81;56;Outro
17:45:00;Ponto de ônibus Augusta;Realme C35;59.38;51;Outro
18:30:00;Ponto de ônibus Augusta;Motorola G60;56.69;62;Outro
16:30:00;Esquina Av. Consolação;iPhone 12;170.78;66;Outro
21:15:00;Shopping Pátio Paulista;Samsung Galaxy A52;284.44;34;Feminino
10:00:00;Ponto de ônibus Augusta;Samsung S21;246.42;23;Feminino
09:15:00;Shopping Cidade São Paulo;Motorola G60;446.98;64;Masculino
18:45:00;Esquina Av. Consolação;Xiaomi Redmi Note 11;149.84;29;Outro
12:45:00;Metrô Brigadeiro;Samsung Galaxy A52;281.94;48;Masculino
07:00:00;Esquina Rua da Paz;Samsung Galaxy A52;67.12;29;Masculino
08:00:00;MASP;Samsung Galaxy A52;189.95;47;Outro
18:15:00;MASP;iPhone 11;209.9;41;Masculino
10:30:00;Metrô Brigadeiro;Samsung Galaxy A52;311.28;52;Feminino
06:15:00;Ponto de ônibus Pamplona;iPhone 14 Pro;364.46;32;Outro
17:45:00;Metrô Consolação;iPhone 13;194.98;54;Feminino
07:00:00;Metrô Trianon-Masp;Samsung Galaxy A52;68;34;Feminino
08:00:00;Esquina Av. Consolação;Xiaomi Redmi Note 11;304.8;28;Outro
17:30:00;MASP;Realme C35;85.67;33;Masculino
07:00:00;Ponto de ônibus Pamplona;Samsung S21;69.82;66;Feminino
07:00:00;Shopping Cidade São Paulo;Motorola G60;341.18;64;Masculino
18:45:00;Ponto de ônibus Pamplona;Motorola G60;271.74;30;Outro
18:30:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;45.11;52;Outro
21:30:00;Metrô Consolação;Realme C35;366.68;62;Outro
11:45:00;MASP;Samsung Galaxy A52;389.18;29;Feminino
21:45:00;Shopping Cidade São Paulo;Motorola G60;290.98;46;Feminino
08:00:00;Esquina Rua da Paz;Realme C35;417.51;61;Outro
13:00:00;MASP;iPhone 12;225.26;48;Outro
12:00:00;Metrô Trianon-Masp;iPhone SE;85.12;33;Outro
12:15:00;Esquina Rua da Paz;Xiaomi Redmi Note 11;35.7;67;Masculino
08:45:00;Esquina Av. Consolação;iPhone 14 Pro;433.78;34;Outro
07:15:00;Shopping Cidade São Paulo;Samsung S21;104.68;28;Masculino
18:15:00;Metrô Trianon-Masp;Samsung Galaxy A52;336.32;50;Outro
19:00:00;Esquina Av. Consolação;iPhone 11;141.78;22;Feminino
13:45:00;MASP;Realme C35;285.95;35;Feminino
08:15:00;Metrô Brigadeiro;iPhone 12;410.77;36;Feminino
12:30:00;Metrô Trianon-Masp;Motorola G60;366.95;31;Feminino
18:15:00;Esquina Av. Consolação;iPhone SE;413.16;40;Masculino
18:00:00;Esquina Rua da Paz;iPhone SE;320.69;44;Outro
12:00:00;Shopping Pátio Paulista;Realme C35;277.88;64;Masculino
22:00:00;MASP;Samsung S21;368.13;37;Masculino
11:00:00;Metrô Brigadeiro;Xiaomi Redmi Note 11;91.21;53;Outro
08:30:00;Shopping Cidade São Paulo;iPhone 13;348.2;65;Feminino
10:15:00;Esquina Av. Consolação;iPhone 12;189.7;44;Masculino
21:45:00;Esquina Rua da Paz;Motorola G60;431.61;25;Feminino
15:30:00;Esquina Av. Consolação;Samsung Galaxy A52;50.36;65;Outro
18:15:00;Ponto de ônibus Pamplona;iPhone 13;18.99;34;Masculino
07:30:00;MASP;Realme C35;166.59;36;Masculino
07:15:00;MASP;Realme C35;241.63;59;Outro
17:45:00;Shopping Cidade São Paulo;Samsung Galaxy A52;22.45;25;Outro
08:00:00;Shopping Cidade São Paulo;Samsung Galaxy A52;187.85;21;Masculino
17:45:00;MASP;Samsung S21;241.95;67;Outro
09:15:00;Esquina Rua da Paz;iPhone SE;55.04;60;Feminino
18:30:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;214.51;22;Masculino
15:15:00;Metrô Brigadeiro;iPhone 13;395.18;36;Masculino
12:30:00;Esquina Av. Consolação;Realme C35;134.01;57;Outro
10:00:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;195.12;36;Feminino
08:30:00;MASP;iPhone 14 Pro;193.25;21;Outro
08:30:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;86.38;69;Outro
08:45:00;Metrô Trianon-Masp;iPhone 13;344.08;20;Masculino
17:45:00;Metrô Trianon-Masp;Xiaomi Redmi Note 11;327.04;17;Feminino
12:45:00;Metrô Trianon-Masp;Xiaomi Redmi Note 11;131.33;47;Feminino
07:00:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;452.47;44;Outro
09:00:00;MASP;Motorola G60;44.48;47;Outro
18:30:00;MASP;Samsung S21;251.7;49;Feminino
08:00:00;Metrô Trianon-Masp;Samsung Galaxy A52;222.14;42;Feminino
12:30:00;Shopping Pátio Paulista;iPhone SE;57.97;46;Outro
20:15:00;Metrô Consolação;Samsung S21;126.99;51;Masculino
08:00:00;Metrô Brigadeiro;iPhone 14 Pro;351.65;41;Outro
07:00:00;Esquina Rua da Paz;Realme C35;69.21;38;Outro
13:30:00;Esquina Av. Consolação;iPhone 12;184.24;23;Masculino
08:00:00;Esquina Av. Consolação;Realme C35;317.26;48;Outro
12:30:00;Esquina Rua da Paz;Samsung Galaxy A52;434.65;49;Outro
17:00:00;Metrô Consolação;iPhone SE;36.24;27;Masculino
10:15:00;Metrô Trianon-Masp;Samsung Galaxy A52;270.44;47;Outro
18:30:00;Shopping Pátio Paulista;iPhone SE;437.79;38;Masculino
17:15:00;Esquina Rua da Paz;Motorola G60;77.44;26;Masculino
13:45:00;Esquina Rua da Paz;Realme C35;107.16;37;Outro
11:15:00;Esquina Rua da Paz;iPhone SE;55.21;53;Masculino
08:45:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;142.33;33;Feminino
15:45:00;Esquina Rua da Paz;iPhone 12;354.04;54;Outro
18:30:00;MASP;iPhone 11;447.21;16;Masculino
21:45:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;83.15;30;Outro
13:15:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;476.79;50;Masculino
12:45:00;Shopping Cidade São Paulo;Samsung S21;435.72;36;Masculino
06:30:00;Shopping Cidade São Paulo;Realme C35;153.33;28;Feminino
19:30:00;Ponto de ônibus Pamplona;iPhone 14 Pro;237.12;54;Masculino
07:00:00;Shopping Pátio Paulista;Samsung S21;17.07;23;Feminino
16:15:00;Metrô Consolação;Samsung Galaxy A52;481;44;Masculino
08:15:00;Metrô Trianon-Masp;Samsung Galaxy A52;418.91;23;Feminino
19:15:00;Ponto de ônibus Pamplona;iPhone 14 Pro;342.22;63;Feminino
21:30:00;Esquina Rua da Paz;Samsung S21;128.55;35;Masculino
13:30:00;Shopping Pátio Paulista;iPhone 11;229.06;26;Feminino
20:15:00;Ponto de ônibus Augusta;Motorola G60;386.99;24;Outro
09:45:00;Ponto de ônibus Augusta;iPhone 14 Pro;15.29;41;Masculino
12:15:00;MASP;Motorola G60;356.97;21;Masculino
07:15:00;Ponto de ônibus Pamplona;Samsung S21;94.12;56;Masculino
08:45:00;Shopping Cidade São Paulo;Motorola G60;440.73;34;Masculino
07:00:00;Metrô Trianon-Masp;Xiaomi Redmi Note 11;162.45;24;Feminino
08:30:00;Shopping Pátio Paulista;Realme C35;278.68;19;Outro
18:30:00;MASP;iPhone SE;171.07;58;Feminino
07:45:00;Metrô Trianon-Masp;iPhone 13;194.07;49;Outro
07:30:00;Metrô Trianon-Masp;iPhone 13;202.07;45;Outro
14:30:00;Metrô Trianon-Masp;Xiaomi Redmi Note 11;245.29;31;Feminino
18:15:00;Shopping Cidade São Paulo;Realme C35;415.31;45;Outro
08:00:00;Esquina Av. Consolação;Samsung Galaxy A52;132.89;30;Outro
13:45:00;Esquina Rua da Paz;Realme C35;306.54;22;Feminino
07:15:00;Metrô Brigadeiro;Samsung Galaxy A52;62.98;38;Feminino
15:30:00;Metrô Consolação;Samsung S21;405.56;26;Feminino
07:15:00;MASP;Motorola G60;50.48;56;Feminino
16:15:00;Ponto de ônibus Pamplona;Realme C35;287.21;62;Masculino
08:45:00;Metrô Trianon-Masp;iPhone 14 Pro;385.56;52;Masculino
18:00:00;Esquina Rua da Paz;iPhone 14 Pro;178.23;31;Feminino
08:30:00;Shopping Cidade São Paulo;Motorola G60;232.29;21;Masculino
14:30:00;Esquina Av. Consolação;iPhone 11;271.49;53;Masculino
18:30:00;Ponto de ônibus Pamplona;Realme C35;104.97;44;Outro
16:45:00;Shopping Pátio Paulista;iPhone 12;250.23;40;Masculino
17:00:00;Esquina Rua da Paz;iPhone SE;346.02;60;Outro
09:30:00;Metrô Trianon-Masp;Xiaomi Redmi Note 11;479.59;38;Masculino
07:15:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;333.21;57;Feminino
07:30:00;Metrô Trianon-Masp;Motorola G60;153.77;62;Outro
08:30:00;Metrô Brigadeiro;Realme C35;256.28;57;Feminino
09:00:00;Esquina Av. Consolação;Motorola G60;447.84;48;Masculino
22:00:00;Shopping Pátio Paulista;Motorola G60;240.6;32;Feminino
20:45:00;Metrô Consolação;Motorola G60;176.73;40;Outro
16:45:00;Esquina Rua da Paz;iPhone 11;318.25;68;Outro
18:30:00;Metrô Trianon-Masp;iPhone 12;309.91;16;Masculino
13:15:00;Metrô Trianon-Masp;Realme C35;76.23;24;Masculino
18:45:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;423.04;52;Masculino
17:30:00;Esquina Av. Consolação;iPhone 13;424.22;51;Feminino
19:30:00;Metrô Brigadeiro;Motorola G60;413.23;69;Feminino
12:30:00;Ponto de ônibus Pamplona;iPhone 11;147.34;47;Feminino
08:00:00;MASP;iPhone SE;409.44;44;Masculino
15:15:00;Metrô Trianon-Masp;iPhone SE;58.23;40;Outro
18:30:00;Esquina Rua da Paz;Samsung S21;169.53;35;Masculino
12:45:00;Esquina Av. Consolação;Realme C35;448.3;40;Feminino
18:30:00;Ponto de ônibus Augusta;Realme C35;13.97;53;Feminino
13:15:00;Metrô Brigadeiro;Realme C35;485.64;30;Masculino
08:30:00;Ponto de ônibus Pamplona;Samsung Galaxy A52;88.72;67;Feminino
13:45:00;Ponto de ônibus Augusta;Samsung S21;147.43;44;Masculino
12:30:00;Shopping Cidade São Paulo;iPhone 11;33.73;51;Masculino
08:15:00;Ponto de ônibus Pamplona;Samsung S21;157.5;21;Outro
17:30:00;Metrô Brigadeiro;iPhone SE;77.32;19;Feminino
08:00:00;Metrô Consolação;iPhone SE;60.28;59;Masculino
19:30:00;Metrô Trianon-Masp;Samsung S21;346.72;35;Outro
07:45:00;Shopping Cidade São Paulo;iPhone 13;321.06;31;Outro
18:30:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;331.9;32;Masculino
17:30:00;Ponto de ônibus Augusta;Motorola G60;360.56;33;Masculino
09:30:00;Ponto de ônibus Augusta;Motorola G60;264.36;66;Masculino
16:45:00;Metrô Trianon-Masp;Samsung S21;451.22;44;Feminino
13:30:00;Esquina Rua da Paz;Samsung S21;115.99;29;Outro
13:45:00;Esquina Rua da Paz;Realme C35;366.49;17;Masculino
12:00:00;Metrô Trianon-Masp;Motorola G60;322.64;61;Feminino
15:15:00;Metrô Brigadeiro;Samsung Galaxy A52;455.43;27;Masculino
17:45:00;Esquina Av. Consolação;Samsung S21;429.81;63;Feminino
17:45:00;MASP;Samsung S21;59.81;55;Outro
19:00:00;Shopping Cidade São Paulo;Realme C35;265.38;47;Outro
18:00:00;Esquina Av. Consolação;Samsung Galaxy A52;267.94;60;Outro
13:45:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;157.77;46;Feminino
13:45:00;Ponto de ônibus Augusta;Realme C35;264.72;45;Outro
17:15:00;MASP;iPhone 13;202.35;56;Masculino
15:45:00;Shopping Cidade São Paulo;Samsung Galaxy A52;389.14;61;Outro
18:30:00;Metrô Consolação;Xiaomi Redmi Note 11;294.9;30;Masculino
07:30:00;MASP;Realme C35;63.69;68;Feminino
17:30:00;MASP;iPhone 11;262.91;21;Masculino
16:00:00;Ponto de ônibus Augusta;Samsung S21;360.56;43;Outro
13:15:00;Metrô Consolação;iPhone 13;72.12;26;Outro
09:00:00;Ponto de ônibus Pamplona;iPhone 14 Pro;189.58;44;Feminino
17:00:00;Metrô Consolação;Samsung S21;399.02;35;Outro
18:15:00;Shopping Pátio Paulista;Samsung Galaxy A52;409.65;54;Feminino
15:15:00;Shopping Pátio Paulista;Realme C35;449.43;62;Feminino
12:15:00;Esquina Av. Consolação;Realme C35;23.35;22;Masculino
06:15:00;Shopping Cidade São Paulo;iPhone 14 Pro;472.3;40;Feminino
14:45:00;Ponto de ônibus Pamplona;iPhone 11;317.59;32;Outro
08:30:00;Ponto de ônibus Augusta;Samsung Galaxy A52;475.74;46;Masculino
18:00:00;Esquina Av. Consolação;iPhone 11;180.13;39;Masculino
20:00:00;Esquina Av. Consolação;iPhone 11;416.06;67;Outro
17:15:00;Shopping Cidade São Paulo;Samsung Galaxy A52;15.23;60;Feminino
10:00:00;Metrô Brigadeiro;Realme C35;357.89;40;Masculino
14:15:00;Metrô Brigadeiro;iPhone 12;84.06;38;Masculino
08:00:00;MASP;Xiaomi Redmi Note 11;390.42;59;Outro
07:45:00;Shopping Pátio Paulista;Samsung Galaxy A52;376.65;19;Feminino
12:15:00;Ponto de ônibus Augusta;Samsung Galaxy A52;407.24;32;Feminino
16:45:00;Metrô Consolação;iPhone 12;447.72;34;Masculino
16:45:00;Shopping Pátio Paulista;Realme C35;147.17;54;Outro
14:15:00;Ponto de ônibus Pamplona;Samsung Galaxy A52;164.8;51;Feminino
19:45:00;MASP;Xiaomi Redmi Note 11;144.12;29;Outro
07:15:00;Esquina Av. Consolação;Realme C35;413.44;23;Outro
12:00:00;Esquina Rua da Paz;Samsung S21;58.78;54;Outro
07:15:00;Metrô Brigadeiro;iPhone 14 Pro;122.06;37;Masculino
17:45:00;Shopping Cidade São Paulo;Samsung S21;451.4;29;Feminino
07:00:00;Esquina Rua da Paz;Realme C35;394.58;39;Masculino
11:45:00;Ponto de ônibus Pamplona;Motorola G60;218.88;35;Masculino
14:30:00;Ponto de ônibus Augusta;Samsung S21;268.46;47;Feminino
07:00:00;Metrô Consolação;Samsung S21;443.96;65;Masculino
18:30:00;Ponto de ônibus Pamplona;iPhone 13;24.77;67;Outro
07:45:00;Ponto de ônibus Pamplona;Motorola G60;361.8;17;Outro
10:15:00;Metrô Consolação;Motorola G60;45.59;53;Outro
08:30:00;Shopping Cidade São Paulo;Realme C35;359.14;32;Outro
18:15:00;Esquina Rua da Paz;Samsung S21;383.04;51;Outro
18:15:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;372.41;20;Feminino
09:45:00;Shopping Pátio Paulista;Samsung Galaxy A52;274.85;32;Feminino
18:45:00;Ponto de ônibus Pamplona;Samsung S21;115.16;50;Feminino
18:00:00;Esquina Av. Consolação;iPhone 13;363.33;68;Outro
18:15:00;MASP;Xiaomi Redmi Note 11;191.47;48;Masculino
21:15:00;Shopping Pátio Paulista;Xiaomi Redmi Note 11;287.86;63;Masculino
10:15:00;Metrô Trianon-Masp;Motorola G60;236.73;67;Masculino
18:00:00;Shopping Cidade São Paulo;Samsung Galaxy A52;293.58;55;Feminino
15:45:00;Metrô Trianon-Masp;iPhone 12;165.74;46;Outro
20:15:00;Esquina Av. Consolação;Realme C35;412.77;60;Outro
08:00:00;MASP;Samsung S21;99.74;17;Masculino
17:45:00;Esquina Av. Consolação;iPhone 11;327.51;20;Masculino
12:15:00;Shopping Cidade São Paulo;Realme C35;52.02;39;Feminino
08:00:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;97.59;59;Masculino
08:45:00;Ponto de ônibus Pamplona;iPhone SE;457.88;21;Outro
17:45:00;MASP;iPhone 13;155.72;25;Masculino
08:45:00;MASP;iPhone 14 Pro;413.87;24;Masculino
13:00:00;Metrô Trianon-Masp;Samsung Galaxy A52;192.6;52;Outro
18:00:00;Shopping Cidade São Paulo;Samsung S21;15.7;20;Feminino
08:00:00;Shopping Pátio Paulista;Motorola G60;369.35;57;Masculino
18:15:00;Metrô Trianon-Masp;iPhone 14 Pro;436.86;39;Outro
07:45:00;MASP;Realme C35;446.01;22;Masculino
17:15:00;Esquina Rua da Paz;iPhone 12;142.33;49;Feminino
17:00:00;Ponto de ônibus Augusta;Realme C35;337.33;24;Feminino
13:45:00;Shopping Cidade São Paulo;iPhone 12;384.07;48;Masculino
08:30:00;MASP;Motorola G60;150.52;35;Outro
08:15:00;Esquina Av. Consolação;Realme C35;352.43;53;Outro
17:15:00;MASP;iPhone 11;303.03;20;Masculino
19:00:00;Metrô Trianon-Masp;Samsung S21;197.27;16;Outro
13:00:00;Metrô Consolação;Realme C35;445.96;42;Feminino
06:00:00;Esquina Av. Consolação;Samsung Galaxy A52;366.91;68;Masculino
07:30:00;Esquina Av. Consolação;Samsung Galaxy A52;285.3;70;Outro
17:00:00;Ponto de ônibus Pamplona;iPhone 13;75.96;36;Feminino
12:00:00;Shopping Pátio Paulista;iPhone 13;363.03;38;Outro
08:15:00;Metrô Consolação;Samsung Galaxy A52;193.21;20;Masculino
08:00:00;Ponto de ônibus Pamplona;Xiaomi Redmi Note 11;30.54;46;Masculino
19:15:00;Esquina Av. Consolação;iPhone 11;233.9;48;Feminino
18:45:00;Shopping Cidade São Paulo;Xiaomi Redmi Note 11;475.33;44;Outro
07:15:00;MASP;iPhone 13;429.07;67;Masculino
11:15:00;MASP;Motorola G60;161.33;44;Feminino
08:30:00;Shopping Cidade São Paulo;iPhone SE;176.85;35;Outro
12:45:00;Esquina Rua da Paz;Samsung S21;418.72;41;Masculino
16:15:00;MASP;Samsung Galaxy A52;148.15;54;Outro
17:15:00;Shopping Cidade São Paulo;Motorola G60;300.31;21;Outro
17:15:00;Metrô Trianon-Masp;Motorola G60;432.18;27;Outro
18:30:00;Esquina Av. Consolação;Samsung Galaxy A52;246.7;66;Feminino
10:30:00;Ponto de ônibus Augusta;Xiaomi Redmi Note 11;15.57;62;Feminino
08:15:00;Esquina Av. Consolação;Motorola G60;457.18;26;Outro
12:45:00;Ponto de ônibus Pamplona;iPhone 11;438.64;36;Outro
17:00:00;Ponto de ônibus Pamplona;iPhone SE;496.3;69;Outro
07:00:00;Metrô Trianon-Masp;iPhone 13;114.18;43;Masculino
10:00:00;Esquina Rua da Paz;Motorola G60;249.06;34;Masculino
21:15:00;Metrô Consolação;Motorola G60;352.05;60;Outro
12:30:00;Esquina Av. Consolação;Realme C35;408.46;34;Feminino
17:45:00;MASP;Samsung S21;274.33;39;Masculino
